id,puntaje,gpa,edad,asistencia,genero,estrato
1207,39.76,1.63,18,63.2,Femenino,2
1208,43.25,1.73,22,66.7,Femenino,2
1209,54.86,2.27,21,66.5,Masculino,2
1210,51.43,2.38,17,80.3,Femenino,2
1211,57.98,2.51,17,77.1,Femenino,3
1212,43.47,1.78,16,68.6,Femenino,1
1213,54.46,2.14,17,65.2,Masculino,3
1214,41.74,1.7,18,70.6,Masculino,1
1215,44.85,1.51,19,76.9,Femenino,3
1216,59.95,2.33,23,88.1,Masculino,4
1217,50.03,1.49,19,61.4,Masculino,4
1218,67.06,2.52,20,66.7,Masculino,1
1219,68.3,2.37,22,76.8,Femenino,6
1220,26.09,1.02,21,74.7,Femenino,1
1221,55.63,2.01,24,62.4,Masculino,3
1222,67.38,2.75,20,91.1,Masculino,5
1223,70.09,2.91,22,86.2,Masculino,2
1224,49.35,2.05,24,68.5,Masculino,3
1225,59.06,1.98,22,79.2,Masculino,2
1226,53.06,2.37,20,76.2,No binario,3
1227,43.93,1.84,16,73.0,Femenino,5
1228,34.78,1.75,20,78.5,Femenino,3
1229,44.06,2.03,19,92.7,Masculino,1
1230,68.18,2.3,16,74.9,Masculino,5
1231,63.33,2.5,20,86.6,Femenino,4
1232,57.27,2.43,22,83.3,Masculino,1
1233,53.45,2.14,20,67.6,Femenino,4
1234,29.67,1.52,17,90.9,Masculino,2
1235,60.42,2.79,19,89.0,Femenino,4
1236,32.69,1.35,18,78.5,Masculino,5
1237,63.63,2.29,21,71.5,Femenino,4
1238,72.02,2.92,20,64.8,Femenino,3
1239,59.97,2.33,16,76.2,Masculino,3
1240,42.21,1.57,22,74.5,Femenino,2
1241,60.49,2.9,21,88.4,Masculino,5
1242,53.04,1.71,24,66.1,Femenino,2
1243,51.01,2.01,24,79.1,Masculino,1
1244,67.37,2.63,17,69.7,Femenino,6
1245,52.82,2.19,21,68.8,No binario,2
1246,53.17,2.18,18,69.6,Femenino,1
1247,60.79,2.7,17,81.4,Masculino,5
1248,33.5,1.44,20,77.6,Femenino,1
1249,41.99,1.87,17,70.4,Masculino,4
1250,53.16,2.1,24,76.8,Masculino,1
1251,64.07,2.12,16,67.6,Femenino,2
1252,42.79,2.18,20,70.1,Masculino,3
1253,51.13,1.9,24,76.6,Femenino,3
1254,35.3,1.54,22,67.9,Femenino,1
1255,58.9,2.45,17,64.6,Femenino,3
1256,53.15,2.18,24,88.1,Masculino,4
1257,32.96,1.41,18,76.6,Masculino,1
1258,54.89,2.31,24,74.8,Femenino,3
1259,49.39,2.13,24,74.4,Masculino,3
1260,52.02,2.04,16,70.5,Femenino,3
1261,59.73,2.44,24,71.9,Masculino,3
1262,58.32,2.33,19,96.3,Masculino,5
1263,51.41,1.83,24,80.5,Femenino,2
1264,32.35,1.08,20,68.0,Masculino,3
1265,72.35,2.85,18,91.6,Masculino,3
1266,62.13,2.48,20,68.5,Masculino,2
1267,70.36,2.74,22,86.4,Femenino,5
1268,49.98,2.13,22,70.7,Masculino,2
1269,20.6,0.85,18,77.9,Masculino,2
1270,62.92,2.84,24,75.4,Femenino,2
1271,67.28,2.78,20,76.6,Femenino,6
1272,62.31,2.23,24,75.1,Masculino,1
1273,47.24,2.15,16,71.2,Masculino,1
1274,58.83,2.27,20,77.0,Masculino,2
1275,66.93,2.79,22,89.7,Femenino,5
1276,52.98,2.16,23,71.3,Masculino,3
1277,61.26,2.31,22,63.2,Masculino,3
1278,71.02,3.24,20,60.3,Masculino,6
1279,71.72,2.74,19,64.3,Femenino,6
1280,25.86,0.82,24,56.9,Masculino,1
1281,56.76,2.49,16,54.2,Femenino,5
1282,47.48,1.99,20,79.9,Femenino,1
1283,56.2,1.95,21,80.7,Femenino,3
1284,64.99,2.88,21,77.8,Femenino,2
1285,28.47,0.87,18,61.4,Masculino,2
1286,48.91,1.63,19,74.3,Masculino,1
1287,49.89,2.09,18,76.4,Masculino,3
1288,52.24,2.39,20,76.3,Femenino,2
1289,59.25,2.64,18,84.9,Masculino,3
1290,68.07,2.71,20,80.0,Masculino,4
1291,59.79,2.39,21,76.5,Masculino,2
1292,28.63,1.19,23,85.8,Femenino,2
1293,53.32,2.28,24,81.3,Masculino,3
1294,54.12,2.33,19,81.2,Femenino,3
1295,50.95,2.26,16,79.4,Masculino,3
1296,46.08,1.61,20,71.5,Masculino,2
1297,61.49,2.29,16,91.3,Masculino,2
1298,41.55,1.6,23,75.9,Femenino,4
1299,60.29,2.24,22,62.3,Femenino,3
1300,49.14,2.32,23,77.5,Masculino,2
1301,42.79,1.46,24,78.2,Masculino,1
1302,26.56,1.05,24,95.5,Femenino,3
1303,49.57,1.92,24,71.2,Masculino,1
1304,54.72,2.15,19,78.5,No binario,3
1305,79.75,2.6,17,83.0,Femenino,6
1306,69.54,2.88,19,79.9,Femenino,4
1307,49.21,2.06,24,82.7,Femenino,3
1308,56.31,2.04,22,77.7,Masculino,1
1309,83.43,3.13,19,82.7,Femenino,5
1310,26.25,0.9,20,55.8,Masculino,3
1311,49.51,2.29,17,89.6,Femenino,2
1312,54.37,2.34,16,76.0,Femenino,2
1313,65.69,2.44,19,68.5,Femenino,1
1314,45.57,1.71,23,85.7,Masculino,2
1315,48.52,2.25,20,75.7,Femenino,2
1316,44.14,1.87,17,63.5,Femenino,2
1317,61.16,1.91,20,76.1,Masculino,3
1318,68.14,2.38,23,80.7,Masculino,3
1319,47.46,1.69,19,62.4,Femenino,2
1320,55.01,2.06,20,62.2,Femenino,4
1321,59.84,2.65,18,78.2,Masculino,3
1322,42.92,1.37,21,67.2,Femenino,3
1323,45.73,2.2,24,77.5,Masculino,4
1324,35.49,1.62,23,65.0,Femenino,1
1325,80.19,3.07,20,68.9,Masculino,5
1326,52.25,2.2,20,66.9,Femenino,2
1327,64.33,2.28,22,78.2,Masculino,4
1328,70.41,2.84,21,73.5,Masculino,4
1329,54.34,2.35,20,67.9,Masculino,4
1330,59.27,2.61,17,93.5,Femenino,4
1331,46.5,1.68,23,77.1,Masculino,1
1332,34.17,1.58,18,68.4,Masculino,2
1333,54.09,2.09,24,69.5,Masculino,2
1334,48.75,2.04,23,66.3,Masculino,3
1335,48.55,1.64,19,86.1,Femenino,2
1336,78.38,2.96,18,63.2,Masculino,6
1337,41.54,1.51,16,72.3,Masculino,1
1338,77.86,3.42,24,85.8,Masculino,2
1339,58.48,2.2,16,65.9,Femenino,1
1340,69.86,2.81,23,63.8,Femenino,5
1341,67.7,2.65,16,77.9,Masculino,3
1342,36.67,1.45,17,85.6,Femenino,3
1343,52.18,2.08,21,65.6,Femenino,4
1344,55.78,2.27,20,70.0,Masculino,4
1345,52.01,2.49,16,80.1,Masculino,5
1346,42.08,1.79,16,74.6,Masculino,3
1347,54.56,2.14,22,73.1,Femenino,5
1348,58.48,2.22,19,69.8,Masculino,1
1349,65.69,2.36,18,78.7,Femenino,4
1350,53.29,2.0,24,57.0,Femenino,2
1351,56.53,2.37,23,98.2,Femenino,3
1352,60.25,2.04,24,66.2,Femenino,2
1353,53.87,2.24,16,84.3,Femenino,6
1354,55.65,2.25,21,66.6,Femenino,3
1355,50.99,1.95,17,80.8,Masculino,1
1356,76.95,2.97,17,66.9,Femenino,5
1357,53.78,2.06,23,86.5,Femenino,1
1358,69.45,2.86,19,85.1,Femenino,4
1359,72.79,2.86,17,70.8,Masculino,2
1360,44.79,1.76,16,80.3,Masculino,2
1361,52.52,2.24,19,68.1,Femenino,1
1362,72.93,2.87,16,81.2,Masculino,3
1363,40.79,1.31,21,83.4,Masculino,6
1364,47.98,2.01,19,64.2,Masculino,3
1365,87.73,3.46,22,60.2,Femenino,6
1366,81.44,3.58,21,80.4,Masculino,4
1367,53.0,2.33,24,61.7,Masculino,3
1368,66.89,2.7,20,62.6,Masculino,3
1369,43.7,1.53,18,67.1,Femenino,1
1370,42.39,1.7,20,68.5,Masculino,4
1371,53.88,2.24,24,79.3,Masculino,3
1372,55.35,2.47,24,84.7,Masculino,3
1373,63.11,2.65,20,79.3,Masculino,3
1374,56.58,2.7,18,72.9,Femenino,4
1375,67.06,3.0,24,75.7,No binario,2
1376,43.6,1.82,23,72.4,Femenino,3
1377,46.24,1.84,24,75.6,Masculino,3
1378,51.04,2.0,22,71.9,Femenino,1
1379,50.34,2.03,16,86.5,Femenino,3
1380,46.35,1.76,21,64.5,Masculino,2
1381,71.75,3.4,16,87.7,Femenino,1
1382,46.8,1.63,20,84.8,Masculino,4
1383,65.31,2.53,17,54.3,Masculino,4
1384,48.72,1.95,22,88.9,Masculino,2
1385,41.77,1.59,20,76.5,Masculino,2
1386,37.72,1.68,21,80.7,Masculino,1
1387,56.96,2.12,16,66.9,Masculino,2
1388,55.15,2.21,19,85.6,Masculino,4
1389,69.18,2.79,20,96.0,Femenino,3
1390,50.57,2.29,18,82.9,Femenino,1
1391,27.6,0.93,22,93.3,Femenino,3
1392,71.07,2.72,16,70.9,Femenino,3
1393,66.93,2.3,19,73.8,Masculino,3
1394,87.04,3.31,22,54.9,Masculino,3
1395,53.31,2.48,24,78.4,Masculino,4
1396,49.18,1.82,17,65.6,Femenino,2
1397,37.96,1.56,22,64.6,Masculino,5
1398,42.45,1.53,23,74.7,Masculino,2
1399,52.33,2.15,22,73.9,Femenino,1
1400,48.71,1.7,24,57.7,Femenino,1
1401,47.1,1.75,17,68.6,Masculino,2
1402,76.72,3.14,16,71.4,Masculino,6
1403,51.54,1.95,23,94.7,Masculino,3
1404,60.65,2.35,16,84.5,Femenino,6
1405,61.86,2.77,18,74.5,Femenino,5
1406,45.69,1.94,21,81.3,Masculino,2
1407,50.28,1.98,20,66.2,Femenino,3
1408,48.18,1.93,23,73.0,Femenino,3
1409,47.82,1.63,16,71.6,Masculino,4
1410,61.93,2.56,23,87.5,Femenino,2
1411,66.49,2.36,19,68.7,Femenino,4
1412,37.24,1.41,22,61.2,Femenino,2
1413,48.7,2.19,16,83.8,Femenino,1
1414,54.01,2.23,17,74.1,No binario,5
1415,77.28,3.03,21,83.2,Masculino,4
1416,52.69,2.15,17,69.4,Masculino,3
1417,52.43,2.06,23,65.4,Masculino,1
1418,64.09,2.64,23,71.0,Femenino,3
1419,69.34,2.7,16,88.5,Femenino,3
1420,47.11,1.92,21,84.9,Masculino,2
1421,60.6,2.47,20,61.5,Masculino,5
1422,41.79,2.13,16,86.6,Femenino,2
1423,50.79,2.36,21,83.3,Masculino,1
1424,64.8,2.39,18,78.1,Masculino,4
1425,74.31,2.75,21,79.5,Femenino,3
1426,63.22,2.7,16,74.7,Masculino,5
1427,45.76,2.51,19,83.9,Masculino,1
1428,41.86,1.97,18,73.8,Femenino,5
1429,50.48,2.39,21,71.6,Femenino,2
1430,70.36,2.51,23,80.1,Masculino,3
1431,37.53,1.59,23,74.5,Femenino,3
1432,51.78,2.24,20,57.5,Masculino,4
1433,61.08,2.79,23,63.1,Femenino,2
1434,37.43,1.26,20,72.8,Femenino,3
1435,63.51,2.6,22,96.7,Masculino,3
1436,60.63,2.26,17,77.2,Masculino,1
1437,73.34,3.18,17,80.9,Masculino,4
1438,63.06,2.72,22,65.7,Femenino,4
1439,64.31,2.47,18,86.4,Masculino,4
1440,83.86,3.37,19,84.1,Masculino,3
1441,68.9,2.81,22,75.3,Femenino,3
1442,53.33,2.17,16,60.9,Masculino,2
1443,53.91,2.32,24,53.1,Masculino,1
1444,38.82,1.58,22,72.0,Masculino,2
1445,77.68,3.09,21,72.3,Femenino,1
1446,46.6,1.93,20,71.0,Masculino,3
1447,60.0,1.93,23,60.4,Masculino,4
1448,78.46,3.1,22,88.1,Masculino,5
1449,53.24,2.2,22,100.0,Masculino,2
1450,80.25,3.66,18,69.2,Femenino,5
1451,38.74,1.47,19,70.8,Masculino,1
1452,78.01,3.46,22,62.6,Masculino,3
1453,62.13,2.48,20,62.6,Masculino,4
1454,73.5,2.79,17,56.5,Femenino,6
1455,49.67,2.01,23,72.5,Masculino,3
1456,79.86,3.26,19,79.1,Masculino,4
1457,79.09,3.77,20,72.7,Masculino,3
1458,26.22,1.28,23,68.0,Femenino,2
1459,57.31,2.52,22,69.2,Femenino,1
1460,68.03,2.17,22,78.1,Femenino,3
1461,58.71,2.16,16,75.3,Femenino,3
1462,49.11,2.16,16,78.3,Masculino,4
1463,60.63,2.47,23,71.4,Masculino,3
1464,68.22,2.44,23,70.7,Femenino,5
1465,38.77,1.64,22,78.7,Masculino,3
1466,52.15,1.82,19,73.9,Masculino,1
1467,55.69,2.47,20,74.4,Masculino,3
1468,50.05,2.28,22,60.9,Femenino,4
1469,43.48,1.82,17,83.4,Masculino,1
1470,51.08,1.88,23,67.0,Masculino,1
1471,69.31,2.61,20,94.4,Femenino,1
1472,49.13,1.61,21,69.5,Masculino,3
1473,21.26,0.65,17,68.8,Masculino,1
1474,54.58,2.04,19,69.4,Masculino,3
1475,54.12,2.42,16,82.2,Femenino,4
1476,62.11,2.58,17,71.8,Masculino,1
1477,50.64,1.98,21,67.6,Femenino,4
1478,65.92,2.72,23,77.4,Masculino,4
1479,66.18,2.72,22,83.0,Masculino,2
1480,44.86,1.7,21,87.4,Femenino,1
1481,53.74,1.8,24,88.0,Masculino,5
1482,65.44,2.66,16,73.9,Masculino,2
1483,39.3,1.14,20,68.0,Masculino,1
1484,56.4,2.0,20,85.2,Masculino,3
1485,49.24,1.64,21,71.9,Femenino,6
1486,40.77,1.63,16,65.5,Femenino,6
1487,62.79,2.49,19,69.1,Femenino,1
1488,45.24,1.96,19,73.9,Femenino,3
1489,34.68,1.59,20,84.4,Masculino,1
1490,70.66,2.56,16,90.7,Femenino,3
1491,44.34,1.76,17,73.9,Masculino,2
1492,53.32,2.04,18,80.6,Masculino,1
1493,82.13,3.12,16,89.8,Masculino,3
1494,48.18,2.04,17,62.4,Masculino,1
1495,57.64,2.39,17,65.9,Femenino,1
1496,32.93,1.44,16,76.8,Masculino,3
1497,44.36,1.82,18,68.0,Femenino,3
1498,49.84,2.1,20,78.9,Femenino,1
1499,42.53,1.51,21,67.0,Femenino,5
1500,49.55,2.05,24,72.1,Femenino,3
